Integrative propositions for adapting conservation policy to the impacts of climate change,"Hagerman, Shannon; Dowlatabadi, Hadi; Chan, Kai M. A.; Satterfield, Terre",,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,May-10,2010,20,2,,,,351,362,,10.1016/j.gloenvcha.2009.11.002,,,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1,2,3,0
Conserving forest biodiversity across multiple land ownerships: Lessons from the Northwest Forest Plan and the Southeast Queensland regional forests agreement (Australia),"McAlpine, C. A.; Spies, T. A.; Norman, P.; Peterson, A.",,,,BIOLOGICAL CONSERVATION,Feb-07,2007,134,4,,,,580,592,,10.1016/j.biocon.2006.09.009,,,20,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,3,3,1,1,0
"Making the connection between healthy waterways and healthy catchments: South East Queensland, Australia","Bunn, S. E.; Abal, E. G.; Greenfield, P. F.; Tarte, D. M.",,,"Fang, HHP; Lee, JHW",Sustainable and Safe Water Supplies,2007,2007,7,2,,,,93,100,,10.2166/ws.2007.044,International Symposium on Sustainable and Safe Water Supplies,"JAN 15-17, 2007",20,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,3,1,4,0
Conservation management of Pinus palustris ecosystems from a landscape perspective,"Kirkman, L. Katherine; Mitchell, Robert J.",,,,APPLIED VEGETATION SCIENCE,May-06,2006,9,1,,,,67,74,,10.1658/1402-2001(2006)9[67:CMOPPE]2.0.CO;2,88th Annual Meeting of the Ecological-Society-of-America,"AUG 03-08, 2003",20,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,3,3,1,3,2,1,0
Linking management and livelihood in environmental conservation: case of the Korup National Park Cameroon,"Mbile, P; Vabi, M; Meboka, M; Okon, D; Arrey-Mbo, J; Nkongho, F; Ebong, E",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Jul-05,2005,76,1,,,,1,13,,10.1016/j.jenvman.2005.01.009,,,20,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,3,2,1,1,3,2,0
Adaptive ecosystem management in the Pacific northwest: a case study from coastal Oregon,"Gray, AN",,,,CONSERVATION ECOLOGY,Dec-00,2000,4,2,,,,art. no.,6,,,,,20,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,2,2,2,0,0,2,1,0,1,1,0
TOWARD AN EXPERIMENTAL BASIS FOR PROTECTING FOREST WILDLIFE,"IRWIN, LL; WIGLEY, TB",,,,ECOLOGICAL APPLICATIONS,May-93,1993,3,2,,,,213,217,,10.2307/1941823,,,20,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,2,4,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0
Caveats for correlative species distribution modeling,"Jarnevich, Catherine S.; Stohlgren, Thomas J.; Kumar, Sunil; Morisette, Jeffery T.; Holcombe, Tracy R.",,,,ECOLOGICAL INFORMATICS,Sep-15,2015,29,,1,,,6,15,,10.1016/j.ecoinf.2015.06.007,,,19,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0
Institutional fit and the sustainability of social-ecological systems,"Epstein, Graham; Pittman, Jeremy; Alexander, Steven M.; Berdej, Samantha; Dyck, Thomas; Kreitmair, Ursula; Rathwell, Kaitlyn J.; Villamayor-Tomas, Sergio; Vogt, Jessica; Armitage, Derek",,,,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,Jun-15,2015,14,,,,,34,40,,10.1016/j.cosust.2015.03.005,,,19,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0
Sudden and rapid decline of the abundant marsupial Bettongia penicillata in Australia,"Wayne, Adrian F.; Maxwell, Marika A.; Ward, Colin G.; Vellios, Chris V.; Wilson, Ian; Wayne, Julia C.; Williams, Matthew R.",,,,ORYX,Jan-15,2015,49,1,,,,175,185,,10.1017/S0030605313000677,,,19,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,6,0
What makes a successful marine protected area? The unique context of Hawaii's fish replenishment areas,"Rossiter, Jaime Speed; Levine, Arielle",,,,MARINE POLICY,Feb-14,2014,44,,,,,196,203,,10.1016/j.marpol.2013.08.022,,,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0
Taking into account farmers' decision making to map fine-scale land management adaptation to climate and socio-economic scenarios,"Lamarque, Penelope; Artaux, Alois; Barnaud, Cecile; Dobremez, Laurent; Nettier, Baptiste; Lavorel, Sandra",,,,LANDSCAPE AND URBAN PLANNING,Nov-13,2013,119,,,,,147,157,,10.1016/j.landurbplan.2013.07.012,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,0
"Management of reintroduced lions in small, fenced reserves in South Africa: an assessment and guidelines","Miller, S. M.; Bissett, C.; Burger, A.; Courtenay, B.; Dickerson, T.; Druce, D. J.; Ferreira, S.; Funston, P. J.; Hofmeyr, D.; Kilian, P. J.; Matthews, W.; Naylor, S.; Parker, D. M.; Slotow, R.; Toft, M.; Zimmermann, D.",,,,SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,Oct-13,2013,43,2,,,,138,154,,10.3957/056.043.0202,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,0
Distinguishing four types of monitoring based on the questions they address,"Hutto, Richard L.; Belote, R. T.",,,,FOREST ECOLOGY AND MANAGEMENT,FEB 1 2013,2013,289,,,,,183,189,,10.1016/j.foreco.2012.10.005,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,3,0
Resilience-Based Perspectives to Guiding High-Nature-Value Farmland through Socioeconomic Change,"Plieninger, Tobias; Bieling, Claudia",,,,ECOLOGY AND SOCIETY,2013,2013,18,4,,,,,,UNSP 20,10.5751/ES-05877-180420,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,0
Can Adaptive Comanagement Help to Address the Challenges of Climate Change Adaptation?,"Plummer, Ryan",,,,ECOLOGY AND SOCIETY,2013,2013,18,4,,,,,,2,10.5751/ES-05699-180402,,,19,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0
The Range Problem After a Century of Rangeland Science: New Research Themes for Altered Landscapes,"Sayre, Nathan F.; deBuys, William; Bestelmeyer, Brandon T.; Havstad, Kris M.",,,,RANGELAND ECOLOGY & MANAGEMENT,Nov-12,2012,65,6,,,,545,552,,10.2111/REM-D-11-00113.1,,,19,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,7,1,0
Science and Society: The Role of Long-Term Studies in Environmental Stewardship,"Driscoll, Charles T.; Lambert, Kathleen F.; Chapin, F. Stuart, III; Nowak, David J.; Spies, Thomas A.; Swanson, Frederick J.; Kittredge, David B.; Hart, Clarisse M.",,,,BIOSCIENCE,Apr-12,2012,62,4,,,,354,366,,10.1525/bio.2012.62.4.7,,,19,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,2,1,0
Management of Spawning Aggregations,"Russell, Martin W.; Luckhurst, Brian E.; Lindeman, Kenyon C.",,,"DeMitcheson, YS; Colin, PL","REEF FISH SPAWNING AGGREGATIONS: BIOLOGY, RESEARCH AND MANAGEMENT",2012,2012,35,,,,,371,404,,10.1007/978-94-007-1980-4_11,,,19,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,5,0
Model-aided learning for adaptive management of natural resources: an evolutionary design perspective,"Groot, Jeroen C. J.; Rossing, Walter A. H.",,,,METHODS IN ECOLOGY AND EVOLUTION,Dec-11,2011,2,6,,,,643,650,,10.1111/j.2041-210X.2011.00114.x,,,19,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,3,0
Confronting socially generated uncertainty in adaptive management,"Tyre, Andrew J.; Michaels, Sarah",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,May-11,2011,92,5,,,SI,1365,1370,,10.1016/j.jenvman.2010.10.014,,,19,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5,3,3,0
A strategic plan for an Australian Long-Term Environmental Monitoring Network,"Likens, Gene E.; Lindenmayer, David B.",,,,AUSTRAL ECOLOGY,Feb-11,2011,36,1,,,,1,8,,10.1111/j.1442-9993.2010.02179.x,,,19,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,3,3,1,0,0
"Linking modelling, monitoring and management: an integrated approach to controlling overabundant wildlife","Chee, Yung En; Wintle, Brendan A.",,,,JOURNAL OF APPLIED ECOLOGY,Dec-10,2010,47,6,,,,1169,1178,,10.1111/j.1365-2664.2010.01877.x,,,19,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,1,3,1,0
"Applying Scenario Planning to Park and Tourism Management in Sagarmatha National Park, Khumbu, Nepal","Daconto, Giuseppe; Sherpa, Lhakpa Norbu",,,,MOUNTAIN RESEARCH AND DEVELOPMENT,May-10,2010,30,2,,,,103,112,,10.1659/MRD-JOURNAL-D-09-00047.1,,,19,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,3,1,3,0,0
Genetic structuring in the freshwater mussel Anodonta corresponds with major hydrologic basins in the western United States,"Mock, Karen E.; Box, Jayne C. Brim; Chong, Jer Pin; Howard, Jeanette K.; Nez, Donna A.; Wolf, David; Gardner, Richard S.",,,,MOLECULAR ECOLOGY,Feb-10,2010,19,3,,,,569,591,,10.1111/j.1365-294X.2009.04468.x,,,19,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,1,0
Harvest-induced disruptive selection increases variance in fitness-related traits,"Edeline, Eric; Le Rouzic, Arnaud; Winfield, Ian J.; Fletcher, Janice M.; Ben James, J.; Stenseth, Nils Chr.; Vollestad, L. Asbjorn",,,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,DEC 7 2009,2009,276,1676,,,,4163,4171,,10.1098/rspb.2009.1106,,,19,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,1,4,0
Using perceptions as evidence to improve conservation and environmental management,"Bennett, Nathan James",,,,CONSERVATION BIOLOGY,Jun-16,2016,30,3,,,,582,592,,10.1111/cobi.12681,,,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0
Rapid ecosystem change challenges the adaptive capacity of Local Environmental Knowledge,"Fernandez-Llamazares, Alvaro; Diaz-Reviriego, Isabel; Luz, Ana C.; Cabeza, Mar; Pyhala, Aili; Reyes-Garcia, Victoria",,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,Mar-15,2015,31,,,,,272,284,,10.1016/j.gloenvcha.2015.02.001,,,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0
Changes in Fish Assemblages following the Establishment of a Network of No-Take Marine Reserves and Partially-Protected Areas,"Kelaher, Brendan P.; Coleman, Melinda A.; Broad, Allison; Rees, Matthew J.; Jordan, Alan; Davis, Andrew R.",,,,PLOS ONE,JAN 15 2014,2014,9,1,,,,,,e85825,10.1371/journal.pone.0085825,,,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,3,0
Resilience of traditional knowledge systems: The case of agricultural knowledge in home gardens of the Iberian Peninsula,"Reyes-Garcia, Victoria; Aceituno-Mata, Laura; Calvet-Mir, Laura; Garnatje, Teresa; Gomez-Baggethun, Erik; Lastra, Juan J.; Ontillera, Ricardo; Parada, Montserrat; Rigat, Montserrat; Valles, Joan; Vila, Sara; Pardo-de-Santayana, Manuel",,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,Jan-14,2014,24,,,,,223,231,,10.1016/j.gloenvcha.2013.11.022,,,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0
"Ecosystem Services, Governance, and Stakeholder Participation: an Introduction","Paavola, Jouni; Hubacek, Klaus",,,,ECOLOGY AND SOCIETY,2013,2013,18,4,,,,,,UNSP 42,10.5751/ES-06019-180442,,,18,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,0
Socio-ecological complexity and the restoration of river ecosystems,"Naiman, Robert J.",,,,INLAND WATERS,2013,2013,3,4,,,,391,410,,10.5268/IW-3.4.667,,,18,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,0
"Modelling the ecology and evolution of communities: a review of past achievements, current efforts, and future promises","Brannstrom, Ake; Johansson, Jacob; Loeuille, Nicolas; Kristensen, Nadiah; Troost, Tineke A.; Lambers, Reinier Hille Ris; Dieckmann, Ulf",,,,EVOLUTIONARY ECOLOGY RESEARCH,Jul-12,2012,14,5,,,,601,625,,,,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,7,4,0
Ensuring applied ecology has impact,"Milner-Gulland, E. J.; Barlow, Jos; Cadotte, Marc W.; Hulme, Philip E.; Kerby, Gillian; Whittingham, Mark J.",,,,JOURNAL OF APPLIED ECOLOGY,Feb-12,2012,49,1,,,,1,5,,10.1111/j.1365-2664.2011.02102.x,,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,1,0
"Developing sustainable tourism through adaptive resource management: a case study of Machu Picchu, Peru","Larson, Lincoln R.; Poudyal, Neelam C.",,,,JOURNAL OF SUSTAINABLE TOURISM,2012,2012,20,7,,,,917,938,,10.1080/09669582.2012.667217,,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,3,0
